codigo_area;nome_area;codigo_ocde;nome_grau;grau_academico;observacao
9;Saúde e bem-estar;0915F012;Fisioterapia - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0915F022;Fonoaudiologia - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0915N012;Nutrição - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0915N013;Nutrição - Tecnológico;Tecnológico;
9;Saúde e bem-estar;0915N014;Nutrição - Sequencial;Sequencial;
9;Saúde e bem-estar;0915P012;Podologia - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0915P013;Podologia - Tecnológico;Tecnológico;
9;Saúde e bem-estar;0915T012;Terapia ocupacional - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0916F012;Farmácia - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0916F013;Farmácia - Tecnológico;Tecnológico;
9;Saúde e bem-estar;0916F014;Farmácia - Sequencial;Sequencial;
9;Saúde e bem-estar;0917M012;Musicoterapia - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0917P012;Práticas integrativas - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0917P013;Práticas integrativas - Tecnológico;Tecnológico;
9;Saúde e bem-estar;0917P014;Práticas integrativas - Sequencial;Sequencial;
9;Saúde e bem-estar;0918S012;Saúde coletiva - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0918S013;Saúde coletiva - Tecnológico;Tecnológico;
9;Saúde e bem-estar;0918S014;Saúde coletiva - Sequencial;Sequencial;
9;Saúde e bem-estar;0918S022;Saúde pública - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0918S023;Saúde pública - Tecnológico;Tecnológico;
9;Saúde e bem-estar;0918S024;Saúde pública - Sequencial;Sequencial;
9;Saúde e bem-estar;0921A014;Assistência a idosos e a deficientes - Sequencial;Sequencial;
9;Saúde e bem-estar;0921G012;Gerontologia - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0921G013;Gerontologia - Tecnológico;Tecnológico;
9;Saúde e bem-estar;0921G014;Gerontologia - Sequencial;Sequencial;
9;Saúde e bem-estar;0923S012;Serviço social - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0923S013;Serviço social - Tecnológico;Tecnológico;
9;Saúde e bem-estar;0923S014;Serviço social - Sequencial;Sequencial;
9;Saúde e bem-estar;0988P012;Programas interdisciplinares abrangendo saúde e bem-estar - Bacharelado;Bacharelado;
9;Saúde e bem-estar;0988P013;Programas interdisciplinares abrangendo saúde e bem-estar - Tecnológico;Tecnológico;
9;Saúde e bem-estar;0988P014;Programas interdisciplinares abrangendo saúde e bem-estar - Sequencial;Sequencial;
10;Serviços;1011E012;Economia doméstica - Bacharelado;Bacharelado;
10;Serviços;1012E012;Estética e cosmética - Bacharelado;Bacharelado;
10;Serviços;1012E013;Estética e cosmética - Tecnológico;Tecnológico;
10;Serviços;1012E014;Estética e cosmética - Sequencial;Sequencial;
10;Serviços;1013G012;Gastronomia - Bacharelado;Bacharelado;
10;Serviços;1013G013;Gastronomia - Tecnológico;Tecnológico;
10;Serviços;1013G014;Gastronomia - Sequencial;Sequencial;
10;Serviços;1014F013;Formação de técnicos e treinadores esportivos - Tecnológico;Tecnológico;
10;Serviços;1014F014;Formação de técnicos e treinadores esportivos - Sequencial;Sequencial;
10;Serviços;1014G012;Gestão desportiva e de lazer - Bacharelado;Bacharelado;
10;Serviços;1014G013;Gestão desportiva e de lazer - Tecnológico;Tecnológico;
10;Serviços;1014G014;Gestão desportiva e de lazer - Sequencial;Sequencial;
10;Serviços;1015E013;Eventos - Tecnológico;Tecnológico;
10;Serviços;1015E014;Eventos - Sequencial;Sequencial;
10;Serviços;1015H012;Hotelaria - Bacharelado;Bacharelado;
10;Serviços;1015H013;Hotelaria - Tecnológico;Tecnológico;
10;Serviços;1015H014;Hotelaria - Sequencial;Sequencial;
10;Serviços;1015T012;Turismo - Bacharelado;Bacharelado;
10;Serviços;1015T013;Turismo - Tecnológico;Tecnológico;
10;Serviços;1015T014;Turismo - Sequencial;Sequencial;
10;Serviços;1022S012;Segurança no trabalho - Bacharelado;Bacharelado;
10;Serviços;1022S013;Segurança no trabalho - Tecnológico;Tecnológico;
10;Serviços;1022S014;Segurança no trabalho - Sequencial;Sequencial;
10;Serviços;1031C012;Ciências militares - Bacharelado;Bacharelado;
10;Serviços;1032I013;Investigação e perícia - Tecnológico;Tecnológico;
10;Serviços;1032I014;Investigação e perícia - Sequencial;Sequencial;
10;Serviços;1032S013;Segurança no trânsito - Tecnológico;Tecnológico;
10;Serviços;1032S014;Segurança no trânsito - Sequencial;Sequencial;
10;Serviços;1032S023;Segurança privada - Tecnológico;Tecnológico;
10;Serviços;1032S024;Segurança privada - Sequencial;Sequencial;
10;Serviços;1032S032;Segurança pública - Bacharelado;Bacharelado;
10;Serviços;1032S033;Segurança pública - Tecnológico;Tecnológico;
10;Serviços;1032S034;Segurança pública - Sequencial;Sequencial;
10;Serviços;1032S043;Serviços penais - Tecnológico;Tecnológico;
10;Serviços;1032S044;Serviços penais - Sequencial;Sequencial;
10;Serviços;1041C012;Ciências aeronáuticas - Bacharelado;Bacharelado;
10;Serviços;1041C013;Ciências aeronáuticas - Tecnológico;Tecnológico;
10;Serviços;1041C014;Ciências aeronáuticas - Sequencial;Sequencial;
10;Serviços;1041G013;Gestão portuária - Tecnológico;Tecnológico;
10;Serviços;1041G014;Gestão portuária - Sequencial;Sequencial;
10;Serviços;1041T013;Transporte aéreo - Tecnológico;Tecnológico;
10;Serviços;1041T023;Transporte terrestre - Tecnológico;Tecnológico;
10;Serviços;1041T024;Transporte terrestre  - Sequencial;Sequencial;
1;Educação;142A01;Processos Escolares - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;142C01;Pedagogia (Ciências da Educação) - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;142P01;Pedagogia - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;144F12;Licenciatura Interdisciplinar em Ciências Humanas - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;144F13;Licenciatura Intercultural Indígena - Licenciatura ;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;145F01;Ciências Biológicas - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;145F02;Ciências Naturais - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;145F05;Educação Religiosa - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;145F08;Filosofia - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;145F09;Física - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;145F10;Geografia - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;145F11;História - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;145F14;Letras - Língua Estrangeira - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;145F15;Letras - Língua Portuguesa - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;145F17;Letras - Língua Portuguesa e Estrangeira - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;145F18;Matemática - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;145F21;Química - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;145F24;Ciências Sociais - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;145F28;Libras - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;146F02;Licenciatura Interdisciplinar em Artes (Educação Artística) - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;146F04;Artes Visuais - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;146F05;Informática - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;146F07;Dança - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;146F09;Licenciatura Interdisciplinar em Educação no Campo - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;146F15;Educação Física - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;146F20;Música - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
1;Educação;146F22;Teatro - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;146P01;Licenciatura para a Educação Profissional e Tecnológica - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;210A01;Bacharelado Interdisciplinar em Artes - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;211A02;Artes Visuais - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;212C02;Produção cênica - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;212D01;Dança - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;212M02;Música - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;212T01;Teatro - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;213A05;Produção audiovisual - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;213C06;Design gráfico - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;213C07;Carnaval - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;213F01;Fotografia - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;213P02;Produção multimídia - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;213P03;Produção fonográfica - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;213P05;Produção publicitária - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;213P07;Produção Cultural - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;214D02;Design de moda - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;214D05;Design - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;214D06;Design de Interiores  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;214M01;Moda - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;214P01;Design de produto - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;215C02;Conservação e restauro - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;215F01;Fabricação de Instrumentos Musicais - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;220H01;Bacharelado Interdisciplinar Ciências Humanas - Bacharelado ;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;220L03;Letras - Língua Portuguesa e Estrangeira - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;221T01;Teologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;222L01;Letras - Língua Estrangeira - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;223C01;Comunicação assistiva - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;223L01;Letras - Língua Portuguesa - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;223L02;Libras - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;225A01;Arqueologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;225H01;História - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;225M01;Museologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;225M02;Museografia - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e Artes;226F01;Filosofia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;310C02;Ciências Sociais - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;311P02;Psicologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;312A01;Antropologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;313C01;Ciência política - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;313R01;Relações Internacionais - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;314E02;Ciências Econômicas - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;321C01;Cinema e Audiovisual - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;321C02;Comunicação Social (Área Geral) - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;321J01;Jornalismo - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;321R01;Radio, TV, Internet - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;322A01;Arquivologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;322B01;Biblioteconomia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;340N02;Comércio exterior - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;341N01;Negócios imobiliários - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;342C01;Comunicação institucional - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;342M02;Marketing - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;342P02;Publicidade e Propaganda - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;342R01;Relações Públicas - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;343S01;Gestão de Seguros - Teconológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;344C02;Ciências Contábeis - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345A01;Administração - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345A02;Gestão de cooperativas  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345A07;Gestão hospitalar  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345A10;Gestão pública  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345C01;Processos gerenciais  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345G09;Gestão de recursos humanos  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345G10;Gestão da qualidade  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345G13;Logística  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345G16;Gestão comercial  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345G17;Gestão financeira  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;345G26;Gestão de segurança privada - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;346S01;Secretariado  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;346S03;Secretariado Executivo - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
3;Ciências sociais, negócios e direitoss;380D01;Direito - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;421B07;Biomedicina - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;421B12;Biotecnologia - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;421C01;Ciências Biológicas - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;422S01;Saneamento ambiental - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;440C01;Bacharelado Interdisciplinar em Ciência e Tecnologia  - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;441F01;Física - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;441R01;Física Medica e Radioterapia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;442Q01;Química - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;443C01;Ciência da Terra - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;443G03;Geofísica - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;443G05;Geografia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;443G06;Geologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;443M01;Meteorologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;443O01;Oceanografia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;461M01;Matemática - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;462C01;Ciências Atuariais - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;462E01;Estatística - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;481A01;Redes de computadores - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;481B01;Banco de dados - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;481C01;Ciência da Computação - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;481T01;Gestão da tecnologia da informação - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;481T02;Jogos Digitais - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;482U01;Sistemas para internet - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;483S01;Análise e desenvolvimento de sistemas / Segurança da informação - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
4;Ciências, Matemática e Computação;483S02;Sistemas de Informação - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;520A01;Automação industrial - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;520E01;Engenharia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;520E04;Engenharia de Materiais - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;520E05;Engenharia de Produção - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;520E09;Engenharia Ambiental e Sanitária - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;520G01;Geoprocessamento - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
