codigo_area;nome_area;codigo_ocde;nome_grau;grau_academico;observacao
5;Engenharia, Produção e Construção;520M01;Manutenção industrial - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;520P02;Gestão da produção industrial - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;520T01;Gestão de telecomunicações - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;521E05;Engenharia Mecânica - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;521E06;Engenharia Metalúrgica - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;521M03;Mecânica de precisão - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;521T02;Processos metalúrgicos - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;521T03;Fabricação mecânica - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;522D02;Sistemas elétricos - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;522E06;Engenharia Elétrica - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;522E08;Sistemas de energia - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;522R01;Refrigeração/Aquecimento - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;522T02;Eletrotécnica industrial - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523B01;Engenharia Biomédica - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523E04;Engenharia de Computação - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523E09;Engenharia Eletrônica - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523E10;Engenharia mecatrônica - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523E11;Engenharia de Controle e Automação - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523E12;Engenharia de Telecomunicações - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523M01;Sistemas biomédicos - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523S03;Sistemas eletrônicos - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523T01;Redes de telecomunicações / Sistemas de telecomunicações - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523T04;Mecatrônica industrial - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523T05;Telemática - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;523T06;Eletrônica industrial - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;524E01;Engenharia de Bioprocessos - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;524E06;Engenharia nuclear - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;524E07;Engenharia Química - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;524T03;Processos químicos - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;524T04;Biocombustíveis - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;525A01;Mecanização Agrícola - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;525C04;Construção naval - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;525E04;Engenharia Aeronáutica - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;525E05;Engenharia automotiva - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;525E08;Engenharia Naval - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;525M01;Manutenção de aeronaves - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;525S01;Sistemas Automotivos - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;540F02;Produção Joalheira/Design de jóias e gemas - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;540F03;Produção Gráfica  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;541E01;Engenharia de Alimentos - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;541I02;Laticínios  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;541P05;Processamento de Carnes  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;541P09;Viticultura e Enologia  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;541T01;Alimentos  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;541T02;Produção Sucroalcooleira  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;541T03;Produção de Cachaça  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;542B01;Bioenergia - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;542E03;Engenharia Têxtil - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;542I01;Produção de vestuário  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;542I02;Produção têxtil  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;543C01;Cerâmica - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;543F03;Produção moveleira  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;543F05;Papel e celulose  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;543P06;Polímeros - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;544E01;Engenharia de Minas - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;544E05;Petróleo e gás  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;544E07;Engenharia de Petróleo - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;544M02;Mineração e extração - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;544R01;Rochas ornamentais  - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;544T01;Tecnologia de Mineração - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;581A05;Arquitetura e Urbanismo - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;582A01;Obras hidráulicas - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;582A02;Agrimensura - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;582C05;Construção de Edifícios - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;582E02;Engenharia Cartográfica e de Agrimensura - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;582E03;Engenharia Civil - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;582M02;Material de construção - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;582O01;Controle de obras - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
5;Engenharia, Produção e Construção;582T04;Estradas - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;621A03;Agroindústria - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;621A04;Agronomia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;621A06;Agroecologia - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;621E03;Engenharia Agrícola - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;621M02;Produção Agrícola - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;621T01;Irrigação e Drenagem - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;621T03;Agronegócio - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;621T04;Cafeicultura - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;621T05;Produção de Grãos - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;621Z01;Zootecnia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;622H01;Horticultura - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;623E01;Engenharia Florestal - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;623S01;Silvicultura - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;624A01;Aqüicultura - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;624E01;Engenharia de Pesca - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;624T01;Produção Pesqueira - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
6;Agricultura e Veterinária;641M01;Medicina Veterinária - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;720E01;Educação Física - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;720N01;Naturologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;720S01;Bacharelado Interdisciplinar Ciências da Saúde - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;721M01;Medicina - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;721O02;Oftálmica - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;723E01;Enfermagem - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;724O01;Odontologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;725T06;Radiologia - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;726F01;Fisioterapia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;726F03;Fonoaudiologia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;726N02;Nutrição - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;726O01;Óptica e Optometria - Tecnológico ;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;726Q01;Quiropraxia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;726T01;Terapia Ocupacional - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;727F01;Farmácia - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
7;Saúde e Bem-estar Social;762S01;Serviço Social - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;811G01;Gastronomia - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;811H02;Hotelaria - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;811H03;Hotelaria Hospitalar - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;812E01;Eventos - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;812P01;Gestão de Turismo - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;812T01;Turismo - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;813F02;Futebol - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;813G02;Gestão desportiva e de lazer - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;814E02;Economia doméstica - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;815E01;Estética e Cosmética - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;840A01;Pilotagem profissional de aeronaves - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;840C04;Ciências Aeronáuticas - Bacharelado*;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;840C05;Ciências Navais - Bacharelado*;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;840N02;Sistemas de navegação fluvial - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;840S01;Gestão portuária - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;840S02;Transporte aéreo - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;840T02;Transporte terrestre - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;850G01;Processos ambientais / Gestão ambiental - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;861S02;Segurança no trânsito / Segurança pública - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;861S03;Serviços penais - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;862S01;Segurança no trabalho - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;863C01;Ciências Militares - Bacharelado*;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
;;863C02;Ciências da Logística - Bacharelado*;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
8;Serviços;863F01;Formação Militar - Bacharelado*;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
9;Outros;999990;Outro curso de formação superior - Licenciatura;Licenciatura;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
9;Outros;999991;Outro curso de formação superior - Bacharelado;Bacharelado;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
9;Outros;999992;Outro curso de formação superior - Tecnológico;Tecnológico;Códigos de curso não coletados atualmente (coleta de 2011 a 2019)
2;Humanidades e artes;212999;Música e artes cênicas;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
3;Ciências sociais, negócios e direitos;341999;Vendas em atacado e varejo;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
5;Engenharia, produção e construção;523999;Eletrônica e automação;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
5;Engenharia, produção e construção;525999;Veículos a motor, construção naval e aeronáutica;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
6;Agricultura e veterinária;621999;Produção agrícola e pecuária;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
8;Serviços;840999;Transportes e serviços;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
8;Serviços;862999;Saúde e segurança do trabalho;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
3;Ciências sociais, negócios e direitos;343F01;Finanças, bancos, seguros;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
3;Ciências sociais, negócios e direitos;347V01;Vida profissional;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
4;Ciências, matemática e computação;443P01;Paleontologia;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
5;Engenharia, produção e construção;520D01;Desenho industrial;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
5;Engenharia, produção e construção;540F01;Fabricação e processamento;-;Códigos de curso não coletados atualmente (coleta de 2008 a 2010)
-;-;1;Administração;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;2;Agronomia/Geologia/Ciências da Terra;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;3;Arquitetura e Urbanismo;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;4;Artes Cênicas;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;5;Astronomia;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;6;Belas Artes/Artes Plásticas/Educação Artística;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;7;Biblioteconomia;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;8;Ciências;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;9;Ciências Biológicas;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;10;Ciências Sociais/Sociologia;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;11;Comunicação Social;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;12;Direito;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;13;Educação Física;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;14;Engenharia;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;15;Estatística/Atuaria/Ciências Contábeis/Ciências Econômicas;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;16;Estudos Sociais;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;17;Filosofia;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;18;Física;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;19;Geografia;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;20;História;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;21;Informática/Computação/Processamento de Dados;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;22;Letras/Literatura/Língua Portuguesa;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;23;Letras/Literatura/Língua Estrangeira;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;24;Licenciatura Intercultural Específica;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;25;Matemática;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;26;Medicina/Odontologia/Enfermagem/Farmácia;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;27;Música;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;28;Pedagogia/Ciências da Educação;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;29;Psicologia;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;30;Química;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;31;Religião/Teologia;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)
-;-;32;Outros Cursos;-;Códigos de curso não coletados atualmente (coleta apenas em 2007)